price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement_num
410000.0,3,1.0,1020,6903,1.0,0.0,0.0,3,7,1020,1951,0.0,98116,47.57100000000001,-122.39200000000001,1440,6678,0.0
283000.0,3,1.0,1740,5247,1.0,0.0,0.0,3,7,1270,1947,0.0,98168,47.5049,-122.329,1070,5636,470.0
132500.0,3,1.0,1080,10500,1.0,0.0,0.0,3,7,1080,1967,0.0,98001,47.32,-122.27799999999999,1200,9607,0.0
280000.0,4,2.5,2200,5893,2.0,0.0,0.0,3,7,2200,2008,0.0,98042,47.3333,-122.055,2200,5757,0.0
688000.0,4,3.0,3000,4000,1.5,0.0,3.0,3,8,1970,1913,2014.0,98144,47.5744,-122.307,1900,4000,1030.0
340000.0,4,2.5,2380,9362,2.0,0.0,0.0,3,8,2380,2000,0.0,98023,47.3148,-122.34899999999999,2190,9840,0.0
270000.0,3,1.0,1500,5605,1.0,0.0,0.0,5,6,750,1942,0.0,98106,47.5456,-122.359,1050,9100,750.0
750000.0,5,1.75,2850,11860,1.0,0.0,0.0,3,9,2850,1951,0.0,98155,47.7503,-122.28,2640,11604,0.0
350500.0,3,2.25,1870,7200,1.0,0.0,0.0,3,7,1390,1975,0.0,98072,47.733999999999995,-122.17399999999999,1830,7876,480.0
654950.0,4,2.5,2790,45902,2.0,0.0,0.0,3,9,2790,1987,0.0,98077,47.7674,-122.086,2890,42421,0.0
299950.0,3,2.5,1780,4650,2.0,0.0,0.0,3,7,1780,2011,0.0,98038,47.386,-122.04700000000001,3050,3848,0.0
249900.0,3,2.5,1610,3517,2.0,0.0,0.0,3,8,1610,2005,0.0,98055,47.4496,-122.189,1830,2889,0.0
250000.0,3,2.5,1790,6191,2.0,0.0,0.0,3,8,1790,1992,0.0,98031,47.4102,-122.195,1790,6758,0.0
500000.0,4,2.5,2960,5027,2.0,0.0,0.0,3,7,2960,2000,0.0,98065,47.5328,-121.881,2760,5500,0.0
269950.0,3,2.25,1610,7187,2.0,0.0,0.0,3,7,1610,1988,0.0,98042,47.3764,-122.117,1640,7194,0.0
989000.0,6,4.5,3830,4800,3.0,0.0,0.0,3,9,3050,1919,2004.0,98119,47.6404,-122.361,1990,4800,780.0
803000.0,4,2.5,2790,7673,2.0,0.0,0.0,3,9,2790,1989,0.0,98052,47.6692,-122.13600000000001,2740,7837,0.0
625000.0,3,2.5,2010,3200,2.0,0.0,0.0,3,9,2010,2009,0.0,98027,47.5463,-122.015,2250,3200,0.0
429950.0,4,1.0,1760,7216,1.0,0.0,0.0,3,7,1090,1947,0.0,98133,47.7041,-122.355,1180,3844,670.0
504975.0,2,2.5,1900,4871,2.0,0.0,0.0,3,8,1900,2005,0.0,98053,47.7132,-122.03399999999999,1640,4780,0.0
925500.0,3,2.75,1970,5200,1.5,0.0,3.0,3,8,1970,1915,2002.0,98136,47.5374,-122.38799999999999,2140,5200,0.0
635000.0,4,2.5,2470,77550,1.0,0.0,0.0,4,7,2470,1987,0.0,98075,47.5888,-122.01100000000001,2490,40894,0.0
724800.0,3,2.0,2050,3933,1.0,0.0,0.0,3,8,1180,1926,2001.0,98112,47.6436,-122.303,1940,4000,870.0
675000.0,4,2.5,2390,5249,2.0,0.0,0.0,3,9,2390,2006,0.0,98074,47.6194,-122.02600000000001,2600,5342,0.0
462500.0,2,2.0,1690,4200,2.0,0.0,0.0,3,7,1690,1906,0.0,98112,47.621,-122.303,1540,4200,0.0
450000.0,2,2.0,1510,4908,1.0,0.0,0.0,3,8,1510,2006,0.0,98053,47.7196,-122.024,1440,3921,0.0
389000.0,4,2.5,2420,9147,2.0,0.0,0.0,3,10,2420,1998,0.0,98003,47.3221,-122.322,1400,7200,0.0
405000.0,3,2.0,1450,6081,1.0,0.0,0.0,4,7,1450,1969,0.0,98155,47.7522,-122.27799999999999,1880,6000,0.0
527500.0,3,1.75,2310,78844,1.0,0.0,0.0,3,8,1760,1977,0.0,98027,47.5406,-122.066,2830,6230,550.0
1680000.0,4,3.75,4490,34982,2.0,0.0,0.0,3,12,4490,1998,0.0,98005,47.6406,-122.156,4470,37525,0.0
247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3,7,1960,1967,0.0,98032,47.3576,-122.277,1750,15616,0.0
661000.0,4,1.75,1670,13125,1.0,0.0,0.0,5,8,1670,1973,0.0,98052,47.6315,-122.101,2360,12500,0.0
1020000.0,3,3.25,3620,4000,2.0,0.0,0.0,3,10,2730,2005,0.0,98199,47.6393,-122.40299999999999,1910,5000,890.0
510000.0,3,3.0,1320,1012,3.0,0.0,0.0,3,8,1320,2009,0.0,98117,47.6904,-122.395,1320,1536,0.0
200000.0,3,1.0,1480,5600,1.0,0.0,0.0,4,6,940,1947,0.0,98178,47.5045,-122.27,1350,11100,540.0
390000.0,2,1.0,670,11505,1.0,0.0,0.0,3,5,670,2003,0.0,98059,47.498999999999995,-122.15700000000001,2180,11505,0.0
357000.0,4,2.5,2380,7066,2.0,0.0,0.0,4,7,2380,1997,0.0,98031,47.3982,-122.17200000000001,2310,8127,0.0
338000.0,2,1.0,690,6400,1.0,0.0,0.0,3,6,690,1943,0.0,98126,47.5287,-122.367,1000,6400,0.0
1280000.0,4,2.5,3560,15450,1.0,0.0,1.0,5,8,2060,1977,0.0,98040,47.5657,-122.23,3680,17314,1500.0
670000.0,4,2.75,3020,13530,1.0,0.0,0.0,4,8,1540,1977,0.0,98052,47.6299,-122.09899999999999,2230,11896,1480.0
289000.0,3,2.5,2090,4700,2.0,0.0,0.0,3,8,2090,2002,0.0,98042,47.3724,-122.104,2740,5040,0.0
327000.0,4,2.5,2110,3825,2.0,0.0,0.0,3,7,2110,2013,0.0,98042,47.358999999999995,-122.08200000000001,1950,3825,0.0
690000.0,4,1.5,1970,4590,2.5,0.0,0.0,3,7,1970,1909,0.0,98103,47.666000000000004,-122.33200000000001,1900,4590,0.0
550000.0,2,1.0,1070,3000,1.0,0.0,0.0,4,7,870,1926,0.0,98103,47.6828,-122.353,1890,3300,200.0
655000.0,4,2.5,3110,24466,2.0,0.0,0.0,3,9,3110,1997,0.0,98059,47.4898,-122.12700000000001,3080,22185,0.0
430000.0,3,1.75,1610,7900,1.0,0.0,0.0,4,8,1310,1960,0.0,98177,47.7588,-122.36,2210,7700,300.0
260000.0,4,2.5,1960,5238,2.0,0.0,0.0,3,7,1960,2003,0.0,98038,47.3483,-122.052,1800,5894,0.0
562000.0,3,2.0,3250,50529,2.0,0.0,0.0,4,8,3250,1978,0.0,98075,47.5849,-122.016,2370,47480,0.0
1900000.0,4,3.25,5080,27755,2.0,0.0,0.0,3,11,5080,2001,0.0,98006,47.5423,-122.111,4730,22326,0.0
385000.0,4,1.75,1690,4080,1.0,0.0,0.0,4,7,870,1984,0.0,98144,47.571999999999996,-122.289,1320,4080,820.0
795000.0,4,2.5,2920,14210,2.0,0.0,0.0,4,10,2920,1978,0.0,98007,47.6196,-122.15,2840,13702,0.0
580000.0,3,1.75,1850,2797,1.0,0.0,0.0,3,8,1150,1977,0.0,98103,47.6871,-122.336,1450,4599,700.0
400000.0,3,1.75,1330,9143,1.0,0.0,0.0,3,7,1330,1960,0.0,98006,47.5538,-122.176,1950,10384,0.0
355000.0,2,1.0,1270,3200,1.0,0.0,0.0,4,7,960,1920,0.0,98103,47.6565,-122.348,1410,1320,310.0
1250000.0,3,3.0,4610,8400,2.0,0.0,2.0,3,8,2790,1947,1999.0,98144,47.5854,-122.292,2160,5000,1820.0
269100.0,3,2.5,2190,7904,2.0,0.0,0.0,3,8,2190,1995,0.0,98092,47.2617,-122.21,2190,7669,0.0
238000.0,3,1.5,1610,6132,1.0,0.0,2.0,4,7,1090,1959,0.0,98056,47.5017,-122.17399999999999,1650,6132,520.0
299900.0,3,2.25,1560,35026,1.0,0.0,0.0,3,7,1290,1985,0.0,98092,47.3023,-122.069,1660,35160,270.0
393000.0,2,1.0,830,5000,1.0,0.0,0.0,4,7,830,1921,0.0,98103,47.6914,-122.352,1110,5000,0.0
515000.0,4,2.5,2980,12534,2.0,0.0,0.0,3,9,2980,1996,0.0,98031,47.3999,-122.211,2630,12534,0.0
310000.0,3,1.0,1010,9945,1.0,0.0,0.0,4,6,1010,1973,0.0,98065,47.5324,-121.76299999999999,1390,12710,0.0
577000.0,3,1.5,1560,20251,1.0,0.0,0.0,5,7,1200,1989,0.0,98074,47.619,-122.054,1560,19119,360.0
480000.0,5,3.5,3480,12821,2.0,0.0,2.0,3,10,2890,2004,0.0,98092,47.2641,-122.215,3400,9870,590.0
441750.0,2,1.5,1020,1060,3.0,0.0,0.0,3,8,1020,2008,0.0,98103,47.6801,-122.348,1340,1415,0.0
815000.0,6,3.0,2860,17853,1.0,0.0,0.0,3,8,1430,1962,2015.0,98006,47.54600000000001,-122.175,1920,13452,1430.0
205950.0,3,1.0,1490,8239,1.0,0.0,0.0,4,6,1490,1963,0.0,98023,47.306000000000004,-122.37,1200,8470,0.0
475000.0,5,3.5,2780,3583,2.0,0.0,0.0,3,8,2180,2005,0.0,98059,47.4879,-122.152,2640,3850,600.0
369900.0,2,2.5,1770,1853,3.0,0.0,0.0,3,8,1770,2007,0.0,98126,47.5472,-122.37100000000001,1770,1924,0.0
770000.0,4,2.5,3920,12415,2.0,0.0,0.0,3,10,3920,1997,0.0,98075,47.5658,-122.03200000000001,3639,12805,0.0
525000.0,3,1.75,1710,7350,1.0,0.0,0.0,3,8,1280,1981,0.0,98033,47.699,-122.167,2100,7560,430.0
450000.0,2,2.0,1610,6160,2.0,0.0,0.0,4,8,1610,1977,0.0,98052,47.6644,-122.13,1750,6305,0.0
620000.0,2,1.0,990,4332,1.0,0.0,0.0,3,7,990,1909,0.0,98103,47.6528,-122.331,1920,3420,0.0
750000.0,5,1.75,2640,13290,1.0,1.0,4.0,4,8,1400,1954,0.0,98178,47.5022,-122.223,2400,11942,1240.0
280000.0,7,2.5,1940,5458,2.0,0.0,0.0,3,7,1940,1994,0.0,98092,47.3191,-122.177,1710,5688,0.0
353000.0,4,2.5,1830,5331,2.0,0.0,0.0,3,7,1830,2002,0.0,98038,47.3557,-122.016,1830,5175,0.0
760000.0,4,2.75,3980,285318,2.0,0.0,2.0,3,9,3980,2006,0.0,98045,47.4803,-121.795,2100,105415,0.0
349000.0,3,1.75,1590,9620,1.0,0.0,0.0,3,7,1590,1988,0.0,98059,47.4815,-122.152,2980,9398,0.0
445000.0,4,3.25,1960,7200,2.0,0.0,0.0,3,7,1960,1979,0.0,98034,47.7291,-122.21799999999999,1980,7529,0.0
670000.0,3,2.5,1420,1438,2.0,0.0,0.0,3,9,1280,2003,0.0,98102,47.6265,-122.323,1490,1439,140.0
340000.0,4,2.5,2441,7316,2.0,0.0,0.0,3,8,2441,2007,0.0,98023,47.3237,-122.337,2724,7357,0.0
1160000.0,4,3.5,4270,12305,2.0,0.0,2.0,3,10,4270,1994,0.0,98006,47.5489,-122.118,4190,13137,0.0
350000.0,3,1.75,1980,273556,1.0,0.0,0.0,3,6,1040,1956,1999.0,98042,47.4012,-122.11,2180,217799,940.0
503000.0,2,1.0,870,4280,1.0,0.0,2.0,4,6,870,1921,0.0,98105,47.6697,-122.29,1750,4280,0.0
292000.0,2,1.0,880,5500,1.0,0.0,0.0,3,6,880,1904,0.0,98118,47.5573,-122.289,1080,5500,0.0
320000.0,6,2.75,2410,10763,1.0,0.0,0.0,5,7,1310,1957,0.0,98188,47.4429,-122.28200000000001,1310,10746,1100.0
280000.0,4,1.75,2250,16000,1.0,0.0,0.0,3,8,1450,1957,0.0,98023,47.3303,-122.351,1930,16000,800.0
340000.0,3,1.75,1340,196020,1.0,0.0,0.0,4,7,1340,1987,0.0,98010,47.2931,-121.992,2250,232230,0.0
1480000.0,5,3.25,3680,10300,1.5,0.0,0.0,4,10,3680,1927,0.0,98105,47.6548,-122.28,2690,7200,0.0
355000.0,4,2.25,2200,3404,2.0,0.0,0.0,3,8,2200,2005,0.0,98038,47.3895,-122.03399999999999,2200,3449,0.0
340000.0,5,1.0,1880,3774,1.5,0.0,0.0,3,6,1360,1917,0.0,98126,47.566,-122.37,1420,2550,520.0
796500.0,3,2.75,2590,12063,2.0,0.0,0.0,3,10,2590,1993,0.0,98006,47.5527,-122.12,2850,8469,0.0
263000.0,3,2.5,1720,6847,2.0,0.0,0.0,3,7,1720,1987,0.0,98001,47.3266,-122.272,1610,7790,0.0
345000.0,3,2.5,1540,3237,2.0,0.0,0.0,3,7,1540,1999,0.0,98065,47.5299,-121.87799999999999,1780,3411,0.0
562500.0,4,2.5,2440,7322,2.0,0.0,0.0,3,9,2440,1991,0.0,98056,47.5357,-122.179,2590,9927,0.0
481000.0,4,1.75,1920,9500,1.0,0.0,0.0,4,7,1470,1966,0.0,98006,47.5683,-122.177,1820,10091,450.0
218000.0,3,1.0,980,12812,1.0,0.0,0.0,3,7,980,1956,0.0,98168,47.4892,-122.306,1430,8986,0.0
470000.0,3,2.5,2620,4874,2.0,0.0,0.0,3,7,2620,1999,0.0,98065,47.5328,-121.87899999999999,2360,4231,0.0
760000.0,4,2.5,4660,7157,2.0,0.0,0.0,3,9,3020,2003,0.0,98059,47.5352,-122.156,3300,7047,1640.0
170000.0,2,1.0,870,6537,1.0,0.0,0.0,3,6,870,1948,0.0,98168,47.4906,-122.306,1100,8701,0.0
290000.0,3,2.5,1190,8175,1.0,0.0,0.0,3,7,1190,1986,0.0,98055,47.4556,-122.20299999999999,2230,9520,0.0
375000.0,3,1.0,1130,12500,1.5,0.0,0.0,3,7,1130,1954,0.0,98118,47.5491,-122.26799999999999,2280,8750,0.0
255000.0,5,2.25,2060,8632,1.0,0.0,0.0,3,7,1030,1962,0.0,98146,47.4877,-122.335,1010,11680,1030.0
669000.0,3,1.0,1560,4500,1.5,0.0,0.0,5,7,1560,1915,0.0,98112,47.6204,-122.292,1530,4500,0.0
1300000.0,4,3.25,2330,9687,2.0,0.0,3.0,3,9,2330,1918,0.0,98112,47.6264,-122.28299999999999,3880,9017,0.0
385000.0,3,1.0,1420,10980,1.0,0.0,0.0,4,7,1200,1954,0.0,98006,47.574,-122.13799999999999,1630,9763,220.0
305000.0,4,2.25,1950,7700,1.0,0.0,0.0,3,8,1350,1979,0.0,98058,47.4441,-122.125,2150,7350,600.0
475000.0,3,2.5,1800,3300,2.0,0.0,0.0,3,7,1690,2004,0.0,98118,47.5491,-122.27600000000001,1570,4097,110.0
1030000.0,4,3.25,3270,5187,2.0,0.0,0.0,3,9,3110,2014,0.0,98052,47.6966,-122.133,3600,5825,160.0
1230000.0,5,2.25,3440,5000,2.0,0.0,2.0,5,9,3440,1901,0.0,98122,47.6127,-122.286,2822,5000,0.0
347500.0,3,1.75,1620,7500,1.0,0.0,0.0,3,7,1220,1981,0.0,98059,47.4815,-122.162,1470,7938,400.0
300000.0,5,1.75,2110,8500,1.0,0.0,0.0,3,7,1100,1962,0.0,98133,47.7737,-122.35,2020,8500,1010.0
829000.0,4,3.0,3310,4500,2.5,0.0,0.0,5,9,2910,1900,0.0,98103,47.6594,-122.345,1440,3750,400.0
870000.0,4,3.0,3040,36246,1.5,0.0,0.0,3,9,2680,1923,2014.0,98074,47.6093,-122.07,3520,13178,360.0
512500.0,4,1.75,1620,4240,1.5,0.0,0.0,5,7,1620,1916,0.0,98144,47.5746,-122.311,1450,4240,0.0
300000.0,3,2.5,1590,3381,2.0,0.0,0.0,3,7,1590,2000,0.0,98019,47.7344,-121.986,1820,3383,0.0
580000.0,4,3.0,3280,11060,2.0,0.0,0.0,3,8,2270,1986,0.0,98056,47.5399,-122.181,2320,11004,1010.0
345000.0,3,1.75,1540,6909,1.0,0.0,0.0,4,7,920,1955,0.0,98155,47.7451,-122.31299999999999,1130,6908,620.0
775950.0,4,2.5,2970,4400,2.0,0.0,0.0,3,8,2970,2014,0.0,98052,47.705,-122.11399999999999,3010,4892,0.0
230000.0,3,1.5,1040,1264,2.0,0.0,0.0,3,9,900,2015,0.0,98144,47.5951,-122.301,1350,3000,140.0
550000.0,4,2.5,2420,8056,1.0,0.0,0.0,3,8,1680,1988,0.0,98029,47.5748,-122.01299999999999,2160,6807,740.0
623300.0,4,3.5,4170,4524,2.0,0.0,0.0,3,9,3500,2007,0.0,98072,47.7726,-122.162,3510,5001,670.0
513000.0,5,2.0,2270,8652,1.0,0.0,0.0,3,7,1150,1965,0.0,98052,47.6692,-122.15100000000001,1950,8050,1120.0
568000.0,3,1.75,1760,235224,1.0,0.0,0.0,3,7,1760,1973,0.0,98053,47.6735,-122.041,2320,87120,0.0
295950.0,2,1.0,1190,6200,1.0,0.0,0.0,3,7,1190,1948,0.0,98133,47.7634,-122.34,1470,7800,0.0
229000.0,4,1.0,1320,5000,1.5,0.0,0.0,3,7,1320,1928,0.0,98106,47.5457,-122.363,1640,5164,0.0
352500.0,3,1.0,1470,8400,1.0,0.0,0.0,4,7,1470,1953,0.0,98133,47.7628,-122.354,1470,8400,0.0
600000.0,3,1.75,2340,57499,1.0,0.0,0.0,3,8,2340,1988,0.0,98053,47.6989,-122.044,3260,137649,0.0
615000.0,3,1.75,2660,7800,1.0,0.0,0.0,4,8,1330,1951,0.0,98117,47.6993,-122.37799999999999,1950,6240,1330.0
540400.0,4,1.75,1680,6758,1.0,0.0,0.0,3,8,1680,1974,0.0,98008,47.64100000000001,-122.113,1910,7000,0.0
450000.0,3,2.5,1990,12866,2.0,0.0,0.0,4,7,1990,1986,0.0,98072,47.7477,-122.17,2310,8803,0.0
681000.0,3,1.0,1700,6356,1.5,0.0,0.0,3,7,1700,1907,0.0,98118,47.5677,-122.281,2080,6000,0.0
456000.0,3,1.5,1440,28516,1.0,0.0,0.0,4,7,1440,1975,0.0,98075,47.5829,-122.005,2080,27049,0.0
390000.0,2,1.0,860,5160,1.0,0.0,0.0,4,7,860,1909,0.0,98117,47.6823,-122.38799999999999,1090,5356,0.0
450000.0,3,2.5,2910,17172,2.0,0.0,0.0,3,10,2910,1989,0.0,98003,47.2789,-122.331,2910,20048,0.0
455000.0,2,1.0,1330,92782,1.0,0.0,0.0,2,6,1330,1950,0.0,98014,47.6624,-121.868,1280,168141,0.0
168000.0,2,2.5,1160,2174,2.0,0.0,0.0,3,7,1160,1998,0.0,98106,47.5264,-122.366,1380,1919,0.0
616000.0,3,1.5,1740,9840,1.0,0.0,0.0,4,8,1740,1963,0.0,98040,47.5748,-122.23700000000001,1930,9840,0.0
639000.0,4,2.0,1940,5000,1.0,0.0,0.0,4,7,980,1910,0.0,98107,47.6719,-122.369,1940,5000,960.0
310000.0,3,1.5,1140,3292,2.0,0.0,0.0,3,7,1140,1988,0.0,98029,47.5701,-122.01700000000001,1150,3592,0.0
505000.0,3,1.75,1640,10695,1.0,0.0,2.0,3,8,1640,1975,0.0,98034,47.7145,-122.22200000000001,2790,9775,0.0
335500.0,3,1.75,1260,8487,1.0,0.0,0.0,3,7,1260,1970,0.0,98011,47.7664,-122.20100000000001,1890,13051,0.0
676000.0,3,2.5,2240,3825,2.0,0.0,0.0,3,7,2240,1995,0.0,98117,47.6786,-122.389,1460,5100,0.0
725000.0,4,2.5,2130,3420,1.5,0.0,0.0,4,7,1730,1916,0.0,98103,47.648999999999994,-122.336,1520,3420,400.0
1150000.0,4,3.5,4210,10308,2.0,0.0,0.0,3,10,4210,2006,0.0,98008,47.5905,-122.117,3860,10200,0.0
308500.0,2,2.0,840,14564,1.5,0.0,0.0,5,6,840,1942,0.0,98106,47.5499,-122.36,1430,7920,0.0
670000.0,5,2.25,2290,39000,2.0,0.0,0.0,3,8,2290,1979,0.0,98052,47.7012,-122.12,2750,39900,0.0
822500.0,3,2.5,3090,7708,2.0,0.0,0.0,3,10,3090,1999,0.0,98052,47.6868,-122.10799999999999,3140,8592,0.0
915000.0,6,3.75,2930,14980,2.0,0.0,3.0,3,9,2930,2013,0.0,98006,47.5441,-122.117,3210,10787,0.0
628990.0,4,2.5,2540,32647,2.0,0.0,0.0,3,9,2540,1996,0.0,98053,47.6324,-121.988,2740,32647,0.0
333000.0,4,2.5,2100,7366,2.0,0.0,0.0,3,8,2100,1997,0.0,98042,47.3703,-122.10700000000001,2060,7324,0.0
350000.0,3,1.0,1540,9800,1.0,0.0,0.0,4,7,1540,1950,0.0,98155,47.7604,-122.329,1560,9450,0.0
150000.0,3,1.0,1310,9612,1.0,0.0,0.0,3,7,960,1962,0.0,98001,47.2958,-122.285,1310,9812,350.0
500000.0,3,1.75,1640,47044,1.0,0.0,0.0,3,7,1640,1989,0.0,98014,47.653999999999996,-121.94,2280,200811,0.0
350000.0,3,3.25,1600,1298,3.0,0.0,0.0,3,8,1600,1999,0.0,98117,47.6954,-122.375,1600,1348,0.0
349950.0,4,2.0,1764,15600,1.0,0.0,0.0,5,7,1764,1942,0.0,98058,47.4318,-122.181,1490,22387,0.0
729999.0,2,2.25,1630,1686,2.0,0.0,0.0,3,10,1330,2014,0.0,98122,47.6113,-122.314,1570,2580,300.0
240000.0,3,2.0,1330,6000,1.0,0.0,0.0,4,7,630,1900,0.0,98108,47.5255,-122.32700000000001,1140,6000,700.0
441500.0,3,1.75,1510,7700,1.0,0.0,0.0,3,7,1510,1968,0.0,98034,47.7283,-122.194,1440,7416,0.0
542500.0,4,2.5,2330,14289,2.0,0.0,0.0,4,8,2330,1978,0.0,98007,47.5916,-122.148,2210,12823,0.0
450000.0,2,1.0,740,5100,1.0,0.0,0.0,4,7,740,1947,0.0,98115,47.6787,-122.301,920,5100,0.0
550000.0,4,2.5,3220,9328,2.0,0.0,0.0,3,8,3220,2006,0.0,98019,47.7273,-121.958,3020,9300,0.0
209950.0,4,1.0,1630,8400,1.0,0.0,0.0,3,6,1630,1962,0.0,98023,47.3052,-122.36200000000001,1190,8989,0.0
1250000.0,5,2.5,3370,8113,2.0,0.0,0.0,3,9,3370,2005,0.0,98004,47.5812,-122.196,2470,8113,0.0
435000.0,2,1.0,960,6250,1.0,0.0,0.0,4,6,740,1940,0.0,98126,47.5378,-122.375,1090,6000,220.0
239000.0,2,1.5,680,772,2.0,0.0,0.0,3,7,680,2005,0.0,98103,47.695,-122.34299999999999,690,1059,0.0
287500.0,3,2.25,2030,8690,1.0,0.0,0.0,4,8,1360,1986,0.0,98023,47.3185,-122.391,1720,8800,670.0
589950.0,4,2.5,3190,8195,2.0,0.0,0.0,3,10,3190,2006,0.0,98038,47.3555,-122.00299999999999,3400,7607,0.0
590000.0,3,2.0,1650,6150,2.0,0.0,0.0,4,7,1650,1926,1993.0,98116,47.5713,-122.39399999999999,1280,6150,0.0
440000.0,2,1.75,1300,4000,2.0,0.0,0.0,3,7,1300,1948,0.0,98105,47.6687,-122.288,1350,4013,0.0
530000.0,3,2.75,2440,45738,2.0,0.0,0.0,3,8,1840,1987,0.0,98027,47.5453,-121.95700000000001,2440,189100,600.0
306000.0,3,1.5,1220,1086,3.0,0.0,0.0,3,8,1220,2007,0.0,98133,47.7049,-122.353,1220,1422,0.0
275000.0,3,1.0,1230,171190,1.0,0.0,0.0,3,7,1230,1973,0.0,98070,47.4397,-122.46,1550,15450,0.0
635000.0,3,2.5,3610,26359,1.0,0.0,0.0,3,8,1950,1998,0.0,98053,47.6306,-121.96799999999999,2620,26427,1660.0
359950.0,4,3.25,2290,4785,2.0,0.0,0.0,3,9,2290,2007,0.0,98038,47.3833,-122.037,2290,4785,0.0
608095.0,3,2.5,2680,17707,2.0,0.0,1.0,3,9,2680,1983,0.0,98034,47.7031,-122.22399999999999,2840,21743,0.0
246000.0,3,1.0,990,9145,1.5,0.0,0.0,4,6,990,1939,0.0,98146,47.5022,-122.36,1640,8320,0.0
271950.0,3,1.5,1220,8400,1.0,0.0,0.0,4,7,1220,1962,0.0,98006,47.5467,-122.17299999999999,2110,9119,0.0
209000.0,3,1.0,1320,3954,1.5,0.0,0.0,3,6,1320,1912,2014.0,98022,47.202,-121.994,1270,5184,0.0
281000.0,3,1.0,1300,5782,1.0,0.0,0.0,4,6,1300,1959,0.0,98065,47.523999999999994,-121.821,1020,7200,0.0
1600000.0,4,2.75,3680,5000,2.0,0.0,3.0,3,9,2480,1936,0.0,98105,47.6599,-122.26899999999999,3200,5000,1200.0
379000.0,4,1.75,2180,7876,1.0,0.0,0.0,4,7,1290,1977,0.0,98056,47.5157,-122.191,1960,7225,890.0
515000.0,4,2.5,2030,39049,1.0,0.0,0.0,4,7,1530,1953,0.0,98166,47.4413,-122.345,2400,14605,500.0
540000.0,5,2.75,3160,10059,2.0,0.0,0.0,3,10,1740,1978,0.0,98011,47.7477,-122.21700000000001,3120,11557,1420.0
250000.0,3,1.0,1060,52272,1.0,0.0,0.0,3,7,1060,1960,0.0,98030,47.36,-122.178,1900,5971,0.0
